# What the published sources actually say about indoor light — 562 rows from 80 publishers — compilation CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/) — attribution: GrowSpot — growspotapp.com
# Quotes remain the property of the publisher named in each row.
publisher,source_url,appears_on,subject,value_as_published,quote,read_on
extension.psu.edu,https://extension.psu.edu/low-light-houseplants,https://growspotapp.com/guides/why-iphone-light-meter-apps-disagree/,What it measures in,"25 fc, measured","""the reading for the snake plant measured as low as 25-foot candles in mid-morning"", against ""a common baseline for low light is 100 footcandles.""",30 August 2026
extension.psu.edu,https://extension.psu.edu/low-light-houseplants,https://growspotapp.com/guides/why-iphone-light-meter-apps-disagree/,What it measures in,Both units,"""The light meter I purchased reads both foot candles and the metric measurement of lux.""",30 August 2026
extension.psu.edu,https://extension.psu.edu/low-light-houseplants,https://growspotapp.com/guides/why-is-my-plant-leaning/,What it says the shape means,What a number would be,"None of the four gives a threshold. The nearest published one: ""a common baseline for low light is 100 footcandles.""",30 August 2026
extension.psu.edu,https://extension.psu.edu/monstera-as-a-houseplant,https://growspotapp.com/guides/why-is-my-monstera-not-splitting/,What it says about the holes,Age,"""Juvenile leaves are small, green, and mostly entire (uncut). As the leaves mature, they become very large, glossy green, and perforated or cut—pinnatifid.""",30 August 2026
extension.psu.edu,https://extension.psu.edu/monstera-as-a-houseplant,https://growspotapp.com/guides/why-is-my-monstera-not-splitting/,What it says about the holes,And light again,"""Select a site near a sunny window where it can receive bright light but not direct sun. It will get 'leggy' in lower light.""",30 August 2026
extension.psu.edu,https://extension.psu.edu/repotting-houseplants,https://growspotapp.com/guides/when-to-repot-a-houseplant/,What it says,Spring,"""The best time to repot a plant is in the spring when it naturally and actively begins its seasonal growth.""",30 August 2026
extension.psu.edu,https://extension.psu.edu/repotting-houseplants,https://growspotapp.com/guides/when-to-repot-a-houseplant/,What it says,The drying test,"""Do you notice that the potting mix dries out very quickly, even during periods of cooler temperatures?""",30 August 2026
extension.psu.edu,https://extension.psu.edu/repotting-houseplants,https://growspotapp.com/guides/when-to-repot-a-plant-after-buying/,When it says to repot,In spring,"""The best time to repot a plant is in the spring when it naturally and actively begins its seasonal growth.""",30 August 2026
extension.psu.edu,https://extension.psu.edu/repotting-houseplants,https://growspotapp.com/guides/when-to-repot-a-plant-after-buying/,When it says to repot,On the roots,"""If the roots are circling around the root ball or are so dense that it is difficult to see any potting mix in the bottom third of the root ball, it's time to repot.""",30 August 2026
extension.sdstate.edu,https://extension.sdstate.edu/troubleshooting-common-problems-houseplant-how,https://growspotapp.com/guides/why-is-my-plant-not-growing/,How many causes it names,5,"Under insufficient light: ""Slow or no new growth."" and ""Leggy appearance.""",30 August 2026
extension.umd.edu,https://extension.umd.edu/resource/fertilizer-indoor-plants,https://growspotapp.com/guides/when-to-stop-fertilizing-houseplants/,When it says to stop,September,"""Fertilize from March through September"", and ""During the winter months, indoor plants don't need fertilizer because reduced light and temperature result in reduced growth.""",30 August 2026
extension.umd.edu,https://extension.umd.edu/resource/low-light-impacts-indoor-plants,https://growspotapp.com/guides/why-is-my-plant-leaning/,What it says the shape means,Stretching toward the sun,"""Low light levels can result in few or no flowers and spindly, lanky growth as the plant stretches towards the sun.""",30 August 2026
extension.umd.edu,https://extension.umd.edu/resource/moving-indoor-plants-outside,https://growspotapp.com/guides/when-to-put-plants-outside/,The night-time number,Above 60 °F,"""Put your plants out only after night temperatures remain above 60°F (usually mid-May or early June)."" On light: ""Acclimate plants to increased light by placing them in a shady area outdoors"", over ""a period of two weeks"".",30 August 2026
extension.umd.edu,https://extension.umd.edu/resource/temperature-and-humidity-indoor-plants,https://growspotapp.com/guides/minimum-temperature-for-houseplants/,The figure,60 to 68 °F at night,"""In general, foliage indoor plants grow best between 70° and 80°F during the day and from 60° to 68°F at night.""",30 August 2026
extension.umd.edu,https://extension.umd.edu/resource/temperature-and-humidity-indoor-plants,https://growspotapp.com/guides/plants-near-a-radiator/,What it says,No number given,"""Indoor plants, especially flowering varieties, are sensitive to drafts or heat from registers.""",30 August 2026
extension.umd.edu,https://extension.umd.edu/resource/temperature-and-humidity-indoor-plants,https://growspotapp.com/guides/plants-near-a-radiator/,What it says,No number given,"""Do not locate your indoor plants near heat or air conditioning sources.""",30 August 2026
extension.umd.edu,https://extension.umd.edu/resource/temperature-and-humidity-indoor-plants,https://growspotapp.com/guides/why-are-my-plants-dying-in-winter/,The figure,No registers,"""Indoor plants, especially flowering varieties, are sensitive to drafts or heat from registers.""",30 August 2026
extension.umd.edu,https://extension.umd.edu/resource/watering-indoor-plants,https://growspotapp.com/guides/how-often-to-water-houseplants/,What it says to do instead of counting days,Two inches,"""Test the soil with your finger to a depth of about two inches."" And on schedules: ""Plants should not be watered on a schedule, but rather should be watered when they need it.""",30 August 2026
extension.umd.edu,https://extension.umd.edu/resource/watering-indoor-plants,https://growspotapp.com/guides/how-often-to-water-houseplants/,What it says to do instead of counting days,Weigh the pot,"A second test on the same page: ""Lift the plant, pot and all, to check its weight change. The plant with dry potting medium will weigh much less than the plant which still has ample water.""",30 August 2026
extension.unh.edu,https://extension.unh.edu/blog/2018/03/fertilizing-houseplants,https://growspotapp.com/guides/when-to-stop-fertilizing-houseplants/,When it says to stop,Every 1–3 months,"On frequency: ""most houseplants will benefit from an application once every 1 – 3 months depending on which formulation is being used.""",30 August 2026
extension.unh.edu,https://extension.unh.edu/blog/2018/03/fertilizing-houseplants,https://growspotapp.com/guides/when-to-stop-fertilizing-houseplants/,When it says to stop,October,"""This means putting away the fertilizer from October until the spring."" It starts again at ""March is a good time to start fertilizing"".",30 August 2026
extension.unh.edu,https://extension.unh.edu/blog/2019/01/what-should-i-know-about-growing-aloe-home,https://growspotapp.com/guides/minimum-temperature-for-houseplants/,The figure,50 °F,"""Aloe is sensitive to cold temperatures and shouldn't be grown in a room that dips below 50°F.""",30 August 2026
extension.unh.edu,https://extension.unh.edu/blog/2019/01/what-should-i-know-about-growing-aloe-home,https://growspotapp.com/guides/plants-that-tolerate-cold-drafts/,University extension service,50 °F,"""Aloe is sensitive to cold temperatures and shouldn't be grown in a room that dips below 50°F.""",30 August 2026
extension.unh.edu,https://extension.unh.edu/blog/2019/01/what-should-i-know-about-growing-aloe-home,https://growspotapp.com/guides/plants-that-tolerate-cold-drafts/,University extension service,No number given,"""Plants that are placed near drafty windows may show signs of stress in the form of discolored foliage or damaged leaf tips.""",30 August 2026
extension.unh.edu,https://extension.unh.edu/blog/2019/01/what-should-i-know-about-growing-aloe-home,https://growspotapp.com/guides/why-are-my-plants-dying-in-winter/,The figure,50 °F,"""Aloe is sensitive to cold temperatures and shouldn't be grown in a room that dips below 50°F.""",30 August 2026
extension.unh.edu,https://extension.unh.edu/blog/2025/01/how-can-i-increase-humidity-indoors-my-houseplants,https://growspotapp.com/guides/ideal-humidity-for-houseplants/,The figure it gives,40–60%,"""Most houseplants (excluding cacti, succulents and a few others) prefer a relative humidity range of 40-60%"", with tropicals at ""70-80%"".",30 August 2026
extension.unh.edu,https://extension.unh.edu/blog/2025/01/how-can-i-increase-humidity-indoors-my-houseplants,https://growspotapp.com/guides/plants-for-dry-air/,What it says plants need,40–60%,"""Most houseplants (excluding cacti, succulents and a few others) prefer a relative humidity range of 40-60%"", while ""tropical species thrive at higher ranges of 70-80%"".",30 August 2026
extension.unh.edu,https://extension.unh.edu/blog/2025/01/how-can-i-increase-humidity-indoors-my-houseplants,https://growspotapp.com/guides/plants-for-dry-air/,What it says plants need,Trays: a little,"A pebble tray ""can provide a small benefit for humidity"", with the effect ""maximized when used with multiple plants and in rooms with low air circulation"".",30 August 2026
extension.unh.edu,https://extension.unh.edu/resource/humidity-and-houseplants-fact-sheet,https://growspotapp.com/guides/can-i-put-a-plant-in-the-shower/,What it measures,"40–60%, tropicals higher","""Most houseplants (excluding cacti, succulents and a few others) prefer a relative humidity range of 40-60%, although tropical species thrive at higher levels.""",30 August 2026
extension.wvu.edu,https://extension.wvu.edu/lawn-gardening-pests/indoor-gardening/houseplants,https://growspotapp.com/guides/west-facing-window-plants/,The figure,"West sits with east, medium light","""Medium light plants do well in areas with east-facing windows or west-facing windows.""",30 August 2026
fieldreport.caes.uga.edu,https://fieldreport.caes.uga.edu/news/bring-potted-plants-indoors/,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,50 °F,Does not say if it is a night low,29 August 2026
fieldreport.caes.uga.edu,https://fieldreport.caes.uga.edu/publications/B1318/growing-indoor-plants-with-success/,https://growspotapp.com/guides/bedroom-plants/,What it gives a north window,200 ft-c,"""A northern windowsill can measure light levels as low as 200 ft-c on a clear winter day, which is optimal for some plants, such as the African violet.""",30 August 2026
fieldreport.caes.uga.edu,https://fieldreport.caes.uga.edu/publications/B1318/growing-indoor-plants-with-success/,https://growspotapp.com/guides/bedroom-plants/,What it gives a north window,And it doubts the room entirely,"""Although most plants grown indoors will not grow in a northern room, they may tolerate it for short periods of time.""",30 August 2026
fieldreport.caes.uga.edu,https://fieldreport.caes.uga.edu/publications/B1318/growing-indoor-plants-with-success/,https://growspotapp.com/guides/prayer-plant-east-facing-window/,What it says,"5,000–8,000 foot-candles, east window","""Footcandle readings at these windows can reach 5,000-8,000.""",30 August 2026
fieldreport.caes.uga.edu,https://fieldreport.caes.uga.edu/publications/B1318/growing-indoor-plants-with-success/,https://growspotapp.com/guides/west-facing-window-plants/,The figure,"South and west, interchangeable","""Southern and western exposures are interchangeable for most plants.""",30 August 2026
floraplantcare.com,https://floraplantcare.com/20230318/houseplant-essential-knowledge-light/,https://growspotapp.com/guides/leggy-houseplants/,The floor it gives,25 ft-c – 75 ft-c,Publisher · Low,29 August 2026
gardendesign.com,https://www.gardendesign.com/how-to/bring-outdoor-plants-inside.html,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,50 °F,Stated as a night-time low,29 August 2026
gardendesign.com,https://www.gardendesign.com/how-to/bring-outdoor-plants-inside.html,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,50 to 55 °F,Stated as a night-time low,29 August 2026
gardeningknowhow.com,https://www.gardeningknowhow.com/houseplants/shadow-test-for-houseplants,https://growspotapp.com/guides/check-light-without-an-app/,How it describes a bright spot's shadow,"""a good shadow throughout the day""",midday · where to hold your hand · a clear sky,29 August 2026
gardeningknowhow.com,https://www.gardeningknowhow.com/special/containers/when-to-bring-plants-indoors.htm,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,45 F,Stated as a night-time low,29 August 2026
gardeningknowhow.com,https://www.gardeningknowhow.com/special/containers/when-to-bring-plants-indoors.htm,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,45-50 F,Does not say if it is a night low,29 August 2026
gardeningknowhow.com,https://www.gardeningknowhow.com/special/containers/when-to-bring-plants-indoors.htm,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,50 F,Stated as a night-time low,29 August 2026
gardeningknowhow.com,https://www.gardeningknowhow.com/special/containers/when-to-bring-plants-indoors.htm,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,below 50 F,Does not say if it is a night low,29 August 2026
greeneryunlimited.co,https://greeneryunlimited.co/blogs/plant-care/how-to-measure-light-for-plants,https://growspotapp.com/guides/check-light-without-an-app/,How it describes a bright spot's shadow,"""Crisp, well defined shadows and stark contrast""",midday,29 August 2026
greenhome.osu.edu,https://greenhome.osu.edu/air-quality/humidity-control,https://growspotapp.com/guides/ideal-humidity-for-houseplants/,The figure it gives,35%–50%,"""35%-50% relative humidity is considered the comfortable range"", with ""a relative humidity between than 25-60% is desirable"" for the building itself.",30 August 2026
greenhome.osu.edu,https://greenhome.osu.edu/air-quality/humidity-control,https://growspotapp.com/guides/plants-near-a-radiator/,What it says,35%–50%,"""35%-50% relative humidity is considered the comfortable range"".",30 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/golden-pothos-west-facing-window/,What it says a golden pothos needs,5 – 10 PPFD / DLI,Pothos,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/how-much-light-does-a-monstera-need/,What it says a monstera needs,8 – 12 PPFD / DLI,Monstera,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/how-much-light-does-a-peace-lily-need/,What it says a peace lily needs,5 – 10 PPFD / DLI,Peace Lily,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/how-much-light-does-a-pothos-need/,What it says a pothos needs,5 – 10 PPFD / DLI,Pothos,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/how-much-light-does-a-snake-plant-need/,What it says a snake plant needs,5 – 10 PPFD / DLI,Snake Plant,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/monstera-east-facing-window/,What it says a monstera needs,8 – 12 PPFD / DLI,Monstera,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/monstera-north-facing-window/,What it says a monstera needs,8 – 12 PPFD / DLI,Monstera,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/monstera-south-facing-window/,What it says a monstera needs,8 – 12 PPFD / DLI,Monstera,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/orchid-south-facing-window/,What it says a orchid needs,4 – 8 PPFD / DLI,Orchid,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/parlor-palm-east-facing-window/,What it says a parlor palm needs,6 – 12 PPFD / DLI,Parlor Palm,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/peace-lily-south-facing-window/,What it says a peace lily needs,5 – 10 PPFD / DLI,Peace Lily,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/peace-lily-west-facing-window/,What it says a peace lily needs,5 – 10 PPFD / DLI,Peace Lily,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/philodendron-south-facing-window/,What it says a philodendron needs,5 – 10 PPFD / DLI,Philodendron,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/pothos-east-facing-window/,What it says a pothos needs,5 – 10 PPFD / DLI,Pothos,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/snake-plant-south-facing-window/,What it says a snake plant needs,5 – 10 PPFD / DLI,Snake Plant,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/snake-plant-west-facing-window/,What it says a snake plant needs,5 – 10 PPFD / DLI,Snake Plant,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/spider-plant-west-facing-window/,What it says a spider plant needs,5 – 10 PPFD / DLI,Spider Plant,29 August 2026
growlightmeter.com,https://growlightmeter.com/guides/houseplant-lighting-guide/,https://growspotapp.com/guides/zz-plant-north-facing-window/,What it says a ZZ plant needs,5 – 10 PPFD / DLI,ZZ Plant,29 August 2026
healthyhomes.ces.ncsu.edu,https://healthyhomes.ces.ncsu.edu/news/keeping-your-home-dry-how-water-enters-your-home/,https://growspotapp.com/guides/plants-for-a-laundry-room/,What it says,35 to 55%,"""In cold climates the recommended indoor humidity level is between 35 and 55%.""",30 August 2026
healthyhomes.ces.ncsu.edu,https://healthyhomes.ces.ncsu.edu/news/keeping-your-home-dry-how-water-enters-your-home/,https://growspotapp.com/guides/plants-for-a-laundry-room/,What it says,Check it regularly,"""Check your clothes dryer vent pipe regularly to be certain it is not plugged with lint and that it has not become disconnected.""",30 August 2026
healthyhomes.ces.ncsu.edu,https://healthyhomes.ces.ncsu.edu/news/keeping-your-home-dry-how-water-enters-your-home/,https://growspotapp.com/guides/plants-for-a-laundry-room/,What it says,"The two rooms, in one sentence","""A disconnected dryer vent allows water-saturated air from the dryer directly into the house.""",30 August 2026
healthyhomes.ces.ncsu.edu,https://healthyhomes.ces.ncsu.edu/news/keeping-your-home-dry-how-water-enters-your-home/,https://growspotapp.com/guides/plants-for-a-laundry-room/,What it says,Vent it outdoors,"""Make certain your clothes dryer is exhausted outdoors.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/indoor-plants-cleaning-fertilizing-containers-light-requirements/,https://growspotapp.com/guides/leggy-houseplants/,The floor it gives,About 100 ft-c,University extension · simply to maintain plant quality for one year,29 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/indoor-plants-lighting/,https://growspotapp.com/guides/plants-for-a-room-with-no-windows/,The figure,100 ft-c × 12 hours,"""About 100 ft-c for 12 hours per day are necessary simply to maintain plant quality for one year, and at least 200 ft-c for 12 hours per day are necessary for new growth to occur.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/indoor-plants-lighting/,https://growspotapp.com/guides/plants-for-a-room-with-no-windows/,The figure,Hours can stand in for brightness,"""It is possible to make up for lack of sufficient light by increasing the time or duration that the plant is exposed to light.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/indoor-plants-lighting/,https://growspotapp.com/guides/west-facing-window-plants/,The figure,"West sits with south, high light","""High light plants (weeping fig, English ivy, schefflera) can usually be grown well near windows or glass doors with western or southern exposures.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/indoor-plants-moving-plants-indoors-outdoors/,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,50 °F,Does not say if it is a night low,29 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/indoor-plants-moving-plants-indoors-outdoors/,https://growspotapp.com/guides/when-to-put-plants-outside/,The night-time number,Above 60 °F,"""To be safe, wait until temperatures moderate in the spring and consistently exceed 60 ° F at night."" On light: ""Gradually expose them to sunlight by placing them in deep shade under a tree for a few days"".",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/indoor-plants-transplanting-repotting/,https://growspotapp.com/guides/when-to-repot-a-houseplant/,What it says,Spring and summer,"""Repot only as needed during spring and summer while the plant is actively growing"".",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/indoor-plants-transplanting-repotting/,https://growspotapp.com/guides/when-to-repot-a-houseplant/,What it says,The drying test,"""if the plant requires frequent watering or wilts shortly after watering"".",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/indoor-plants-transplanting-repotting/,https://growspotapp.com/guides/when-to-repot-a-houseplant/,What it says,Yearly to every 2–3 years,"""Fast-growing plants may need repotting annually, while slow-growing plants may require repotting every two to three years"".",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/indoor-plants-transplanting-repotting/,https://growspotapp.com/guides/when-to-repot-a-plant-after-buying/,When it says to repot,Yearly to every 2–3 years,"""Fast-growing plants may need repotting annually, while slow-growing plants may require repotting every two to three years.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/indoor-plants-watering/,https://growspotapp.com/guides/how-often-to-water-houseplants/,What it says to do instead of counting days,62 to 72 °F,"The one number any of them does give: ""Do not water with hot or cold water. The water temperature should be between 62 and 72 °F.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/indoor-plants-watering/,https://growspotapp.com/guides/how-often-to-water-houseplants/,What it says to do instead of counting days,Knock on the pot,"A third: ""Rap the side of the pot with the knuckles or a stick. If the sound is dull, the soil is moist; if the sound is hollow, water is needed.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/indoor-plants-watering/,https://growspotapp.com/guides/how-often-to-water-houseplants/,What it says to do instead of counting days,To the first joint,"""Stick your finger into the mix up to the first joint; if it is dry at your fingertip it needs water."" Its whole rule: ""The rule-of-thumb is to water when necessary.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/jade-plant/,https://growspotapp.com/guides/jade-plant-north-facing-window/,What it says,"Full sun, or a south window","""Like many succulent plants, jades prefer the full sun or bright filtered light of a south-facing window.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/jade-plant/,https://growspotapp.com/guides/jade-plant-south-facing-window/,What it says,"Full sun, or a south window","""Like many succulent plants, jades prefer the full sun or bright filtered light of a south-facing window.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/jade-plant/,https://growspotapp.com/guides/minimum-temperature-for-houseplants/,The figure,50 to 55 °F at night,"""Jade plants do best with daytime temperatures between 65 and 75 °F, and nighttime temperatures between 50 and 55 °F.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/jade-plant/,https://growspotapp.com/guides/plants-that-tolerate-cold-drafts/,University extension service,50 to 55 °F at night,"""Jade plants do best with daytime temperatures between 65 and 75 °F, and nighttime temperatures between 50 and 55 °F.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/jade-plant/,https://growspotapp.com/guides/plants-that-tolerate-cold-drafts/,University extension service,No number given,"""During the winter months, protect plants from drafts and do not let their foliage touch windowpanes.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/peace-lily/,https://growspotapp.com/guides/hard-to-kill-houseplants/,The limit it names,Peace lily: below 60 °F,"""Try to avoid temperatures below 60 °F as cold damage may occur.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/peace-lily/,https://growspotapp.com/guides/minimum-temperature-for-houseplants/,The figure,60 °F,"""Try to avoid temperatures below 60 °F as cold damage may occur.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/peace-lily/,https://growspotapp.com/guides/plants-that-tolerate-cold-drafts/,University extension service,60 °F,"""Try to avoid temperatures below 60 °F as cold damage may occur.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/peace-lily/,https://growspotapp.com/guides/why-are-my-plants-dying-in-winter/,The figure,60 °F,"""Try to avoid temperatures below 60 °F as cold damage may occur.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/philodendron-pothos-monstera/,https://growspotapp.com/guides/why-is-my-monstera-not-splitting/,What it says about the holes,"Too little light, no perforations","""They will not develop the interesting perforations in their leaves if the light level is too low.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/spider-plant/,https://growspotapp.com/guides/minimum-temperature-for-houseplants/,The figure,50 to 55 °F at night,"""Temperatures between 65 °F and 75°F during the day and 50 °F to 55 °F at night are ideal.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/spider-plant/,https://growspotapp.com/guides/plants-that-tolerate-cold-drafts/,University extension service,50 to 55 °F at night,"""Temperatures between 65 °F and 75°F during the day and 50 °F to 55 °F at night are ideal.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/zz-plant-zamioculcas-zamiifolia-indoor-care-growing-tips-plant-guide/,https://growspotapp.com/guides/minimum-temperature-for-houseplants/,The figure,60 °F,"""ZZ plants are sensitive to cold and should be kept above 60 °F.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/zz-plant-zamioculcas-zamiifolia-indoor-care-growing-tips-plant-guide/,https://growspotapp.com/guides/plants-that-tolerate-cold-drafts/,University extension service,60 °F,"""ZZ plants are sensitive to cold and should be kept above 60 °F.""",30 August 2026
hgic.clemson.edu,https://hgic.clemson.edu/factsheet/zz-plant-zamioculcas-zamiifolia-indoor-care-growing-tips-plant-guide/,https://growspotapp.com/guides/why-are-my-plants-dying-in-winter/,The figure,60 °F,"""ZZ plants are sensitive to cold and should be kept above 60 °F.""",30 August 2026
hls.harvard.edu,https://hls.harvard.edu/facilities/temperature-policy-thermostat-use/academic-buildings/,https://growspotapp.com/guides/plants-for-a-classroom/,What the building is set to,60 °F,"""set room/area thermostats to 60°F"" for the heating season in Pound Hall.",30 August 2026
hls.harvard.edu,https://hls.harvard.edu/facilities/temperature-policy-thermostat-use/academic-buildings/,https://growspotapp.com/guides/plants-for-a-classroom/,What the building is set to,80 °F,"""set room/area thermostats to 80°F"" for the cooling season in the same building.",30 August 2026
homegarden.cahnr.uconn.edu,https://homegarden.cahnr.uconn.edu/2025/08/02/houseplant-temps/,https://growspotapp.com/guides/minimum-temperature-for-houseplants/,The figure,Below 55 degrees,"""the house is heated to 55 degrees, which is above their lower temperature tolerance"", of a snake plant.",30 August 2026
homegarden.cahnr.uconn.edu,https://homegarden.cahnr.uconn.edu/2025/08/02/houseplant-temps/,https://growspotapp.com/guides/plants-that-tolerate-cold-drafts/,University extension service,Below 55 °F,"""the house is heated to 55 degrees, which is above their lower temperature tolerance""",30 August 2026
homegarden.cahnr.uconn.edu,https://homegarden.cahnr.uconn.edu/factsheets/houseplant-fertilization/,https://growspotapp.com/guides/when-to-stop-fertilizing-houseplants/,When it says to stop,Monthly,"On the same question: ""The labels on most water-soluble fertilizers recommend monthly applications.""",30 August 2026
homegarden.cahnr.uconn.edu,https://homegarden.cahnr.uconn.edu/factsheets/houseplant-fertilization/,https://growspotapp.com/guides/when-to-stop-fertilizing-houseplants/,When it says to stop,October,"""Houseplants respond to fertilizer during periods of active growth. This is usually from March until October.""",30 August 2026
homegarden.cahnr.uconn.edu,https://homegarden.cahnr.uconn.edu/factsheets/houseplants-safe-and-toxic-varieties/,https://growspotapp.com/guides/low-light-plants-safe-for-cats/,What it says about how far a safe list goes,Its safe list and the ASPCA's disagree,"""Although eating or touching these plants is unlikely to cause illness, any plant might cause a reaction in certain sensitive individuals.""",30 August 2026
homegarden.cahnr.uconn.edu,https://homegarden.cahnr.uconn.edu/factsheets/monstera-deliciosa,https://growspotapp.com/guides/why-is-my-monstera-not-splitting/,What it says about the holes,3–6 hours of direct sun,"""Monstera prefers partial shade with direct sunlight for 3-6 hours daily.""",30 August 2026
homegarden.cahnr.uconn.edu,https://homegarden.cahnr.uconn.edu/factsheets/monstera-deliciosa,https://growspotapp.com/guides/why-is-my-monstera-not-splitting/,What it says about the holes,Attach it and the leaves grow,"""Once vines have successfully attached, leaf size typically increases drastically.""",30 August 2026
homesandgardens.com,https://www.homesandgardens.com/gardens/overwintering-plants-indoors,https://growspotapp.com/guides/when-to-bring-plants-inside/,The temperature it gives,45 °F,Does not say if it is a night low,29 August 2026
hort.extension.wisc.edu,https://hort.extension.wisc.edu/articles/jade-plant-crassula-ovata/,https://growspotapp.com/guides/jade-plant-north-facing-window/,What it says,Four or more hours of direct sun,"""Jade plant does best with four or more hours of direct sun, but they will survive in bright, indirect light.""",30 August 2026
hort.extension.wisc.edu,https://hort.extension.wisc.edu/articles/jade-plant-crassula-ovata/,https://growspotapp.com/guides/jade-plant-south-facing-window/,What it says,Four or more hours of direct sun,"""Jade plant does best with four or more hours of direct sun, but they will survive in bright, indirect light.""",30 August 2026
hort.extension.wisc.edu,https://hort.extension.wisc.edu/articles/monstera-deliciosa/,https://growspotapp.com/guides/why-is-my-monstera-not-splitting/,What it says about the holes,"Light, explicitly","""It can be grown under florescent light, but will not develop the leaf perforations when light is inadequate.""",30 August 2026
hort.extension.wisc.edu,https://hort.extension.wisc.edu/articles/monstera-deliciosa/,https://growspotapp.com/guides/why-is-my-monstera-not-splitting/,What it says about the holes,What it wants,"""Monstera does best in bright light in summer and direct sun in winter.""",30 August 2026
